From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P63098	P63098	reviewed	CANB1_HUMAN	Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1)	PPP3R1 CNA2 CNB	Homo sapiens (Human)	170
P63104	P63104	reviewed	1433Z_HUMAN	14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1)	YWHAZ	Homo sapiens (Human)	245
P63146	P63146	reviewed	UBE2B_HUMAN	Ubiquitin-conjugating enzyme E2 B (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme B) (RAD6 homolog B) (HR6B) (hHR6B) (Ubiquitin carrier protein B) (Ubiquitin-conjugating enzyme E2-17 kDa) (Ubiquitin-protein ligase B)	UBE2B RAD6B UBCH1	Homo sapiens (Human)	152
P63151	P63151	reviewed	2ABA_HUMAN	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (B55) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha)	PPP2R2A	Homo sapiens (Human)	447
P63165	P63165	reviewed	SUMO1_HUMAN	Small ubiquitin-related modifier 1 (SUMO-1) (GAP-modifying protein 1) (GMP1) (SMT3 homolog 3) (Sentrin) (Ubiquitin-homology domain protein PIC1) (Ubiquitin-like protein SMT3C) (Smt3C) (Ubiquitin-like protein UBL1)	SUMO1 SMT3C SMT3H3 UBL1 OK/SW-cl.43	Homo sapiens (Human)	101
P63167	P63167	reviewed	DYL1_HUMAN	Dynein light chain 1, cytoplasmic (8 kDa dynein light chain) (DLC8) (Dynein light chain LC8-type 1) (Protein inhibitor of neuronal nitric oxide synthase) (PIN)	DYNLL1 DLC1 DNCL1 DNCLC1 HDLC1	Homo sapiens (Human)	89
P63172	P63172	reviewed	DYLT1_HUMAN	Dynein light chain Tctex-type 1 (Protein CW-1) (T-complex testis-specific protein 1 homolog)	DYNLT1 TCTEL1 TCTEX-1 TCTEX1	Homo sapiens (Human)	113
P63173	P63173	reviewed	RL38_HUMAN	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	RPL38	Homo sapiens (Human)	70
P63208	P63208	reviewed	SKP1_HUMAN	S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (p19A) (Organ of Corti protein 2) (OCP-2) (Organ of Corti protein II) (OCP-II) (RNA polymerase II elongation factor-like protein) (SIII) (Transcription elongation factor B polypeptide 1-like) (p19skp1)	SKP1 EMC19 OCP2 SKP1A TCEB1L	Homo sapiens (Human)	163
P63211	P63211	reviewed	GBG1_HUMAN	Guanine nucleotide-binding protein G(T) subunit gamma-T1 (Transducin gamma chain)	GNGT1	Homo sapiens (Human)	74
P63220	P63220	reviewed	RS21_HUMAN	Small ribosomal subunit protein eS21 (40S ribosomal protein S21)	RPS21	Homo sapiens (Human)	83
P63244	P63244	reviewed	RACK1_HUMAN	Small ribosomal subunit protein RACK1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) (Receptor for activated C kinase 1) (Receptor of activated protein C kinase 1) [Cleaved into: Small ribosomal subunit protein RACK1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed) (Receptor of activated protein C kinase 1, N-terminally processed)]	RACK1 GNB2L1 HLC7 PIG21	Homo sapiens (Human)	317
P63252	P63252	reviewed	KCNJ2_HUMAN	Inward rectifier potassium channel 2 (Cardiac inward rectifier potassium channel) (Inward rectifier K(+) channel Kir2.1) (IRK-1) (hIRK1) (Potassium channel, inwardly rectifying subfamily J member 2)	KCNJ2 IRK1	Homo sapiens (Human)	427
P63272	P63272	reviewed	SPT4H_HUMAN	Transcription elongation factor SPT4 (hSPT4) (DRB sensitivity-inducing factor 14 kDa subunit) (DSIF p14) (DRB sensitivity-inducing factor small subunit) (DSIF small subunit)	SUPT4H1 SPT4H SUPT4H	Homo sapiens (Human)	117
P63279	P63279	reviewed	UBC9_HUMAN	SUMO-conjugating enzyme UBC9 (EC 2.3.2.-) (RING-type E3 SUMO transferase UBC9) (SUMO-protein ligase) (Ubiquitin carrier protein 9) (Ubiquitin carrier protein I) (Ubiquitin-conjugating enzyme E2 I) (Ubiquitin-protein ligase I) (p18)	UBE2I UBC9 UBCE9	Homo sapiens (Human)	158
P67775	P67775	reviewed	PP2AA_HUMAN	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16) (Replication protein C) (RP-C)	PPP2CA	Homo sapiens (Human)	309
P67809	P67809	reviewed	YBOX1_HUMAN	Y-box-binding protein 1 (YB-1) (CCAAT-binding transcription factor I subunit A) (CBF-A) (DNA-binding protein B) (DBPB) (Enhancer factor I subunit A) (EFI-A) (Nuclease-sensitive element-binding protein 1) (Y-box transcription factor)	YBX1 NSEP1 YB1	Homo sapiens (Human)	324
P67812	P67812	reviewed	SC11A_HUMAN	Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18)	SEC11A SEC11L1 SPC18 SPCS4A	Homo sapiens (Human)	179
P67870	P67870	reviewed	CSK2B_HUMAN	Casein kinase II subunit beta (CK II beta) (Phosvitin) (Protein G5a)	CSNK2B CK2N G5A	Homo sapiens (Human)	215
P67936	P67936	reviewed	TPM4_HUMAN	Tropomyosin alpha-4 chain (TM30p1) (Tropomyosin-4)	TPM4	Homo sapiens (Human)	248
P68036	P68036	reviewed	UB2L3_HUMAN	Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (L-UBC) (UbcH7) (Ubiquitin carrier protein L3) (Ubiquitin-conjugating enzyme E2-F1) (Ubiquitin-protein ligase L3)	UBE2L3 UBCE7 UBCH7	Homo sapiens (Human)	154
P68104	P68104	reviewed	EF1A1_HUMAN	Elongation factor 1-alpha 1 (EF-1-alpha-1) (EC 3.6.5.-) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1) (Leukocyte receptor cluster member 7)	EEF1A1 EEF1A EF1A LENG7	Homo sapiens (Human)	462
P68106	P68106	reviewed	FKB1B_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP1B (PPIase FKBP1B) (EC 5.2.1.8) (12.6 kDa FK506-binding protein) (12.6 kDa FKBP) (FKBP-12.6) (FK506-binding protein 1B) (FKBP-1B) (Immunophilin FKBP12.6) (Rotamase) (h-FKBP-12)	FKBP1B FKBP12.6 FKBP1L FKBP9 OTK4	Homo sapiens (Human)	108
P68366	P68366	reviewed	TBA4A_HUMAN	Tubulin alpha-4A chain (EC 3.6.5.-) (Alpha-tubulin 1) (Testis-specific alpha-tubulin) (Tubulin H2-alpha) (Tubulin alpha-1 chain)	TUBA4A TUBA1	Homo sapiens (Human)	448
P68371	P68371	reviewed	TBB4B_HUMAN	Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain)	TUBB4B TUBB2C	Homo sapiens (Human)	445
P68400	P68400	reviewed	CSK21_HUMAN	Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1)	CSNK2A1 CK2A1	Homo sapiens (Human)	391
P68402	P68402	reviewed	PA1B2_HUMAN	Platelet-activating factor acetylhydrolase IB subunit alpha2 (EC 3.1.1.47) (PAF acetylhydrolase 30 kDa subunit) (PAF-AH 30 kDa subunit) (PAF-AH subunit beta) (PAFAH subunit beta)	PAFAH1B2 PAFAHB	Homo sapiens (Human)	229
P68871	P68871	reviewed	HBB_HUMAN	Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain) [Cleaved into: LVV-hemorphin-7; Spinorphin]	HBB	Homo sapiens (Human)	147
P69891	P69891	reviewed	HBG1_HUMAN	Hemoglobin subunit gamma-1 (Gamma-1-globin) (Hb F Agamma) (Hemoglobin gamma-1 chain) (Hemoglobin gamma-A chain)	HBG1 PRO2979	Homo sapiens (Human)	147
P69892	P69892	reviewed	HBG2_HUMAN	Hemoglobin subunit gamma-2 (Gamma-2-globin) (Hb F Ggamma) (Hemoglobin gamma-2 chain) (Hemoglobin gamma-G chain)	HBG2	Homo sapiens (Human)	147
P69905	P69905	reviewed	HBA_HUMAN	Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain) [Cleaved into: Hemopressin]	HBA1; HBA2	Homo sapiens (Human)	142
P78310	P78310	reviewed	CXAR_HUMAN	Coxsackievirus and adenovirus receptor (CAR) (hCAR) (CVB3-binding protein) (Coxsackievirus B-adenovirus receptor) (HCVADR)	CXADR CAR	Homo sapiens (Human)	365
P78316	P78316	reviewed	NOP14_HUMAN	Nucleolar protein 14 (Nucleolar complex protein 14)	NOP14 C4orf9 NOL14 RES4-25	Homo sapiens (Human)	857
P78317	P78317	reviewed	RNF4_HUMAN	E3 ubiquitin-protein ligase RNF4 (EC 2.3.2.27) (RING finger protein 4) (Small nuclear ring finger protein) (Protein SNURF)	RNF4 SNURF RES4-26	Homo sapiens (Human)	190
P78324	P78324	reviewed	SHPS1_HUMAN	Tyrosine-protein phosphatase non-receptor type substrate 1 (SHP substrate 1) (SHPS-1) (Brain Ig-like molecule with tyrosine-based activation motifs) (Bit) (CD172 antigen-like family member A) (Inhibitory receptor SHPS-1) (Macrophage fusion receptor) (MyD-1 antigen) (Signal-regulatory protein alpha-1) (Sirp-alpha-1) (Signal-regulatory protein alpha-2) (Sirp-alpha-2) (Signal-regulatory protein alpha-3) (Sirp-alpha-3) (p84) (CD antigen CD172a)	SIRPA BIT MFR MYD1 PTPNS1 SHPS1 SIRP	Homo sapiens (Human)	504
P78330	P78330	reviewed	SERB_HUMAN	Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (L-3-phosphoserine phosphatase) (O-phosphoserine phosphohydrolase)	PSPH	Homo sapiens (Human)	225
P78345	P78345	reviewed	RPP38_HUMAN	Ribonuclease P protein subunit p38 (RNaseP protein p38)	RPP38	Homo sapiens (Human)	283
P78346	P78346	reviewed	RPP30_HUMAN	Ribonuclease P protein subunit p30 (RNaseP protein p30) (RNase P subunit 2)	RPP30 RNASEP2	Homo sapiens (Human)	268
P78348	P78348	reviewed	ASIC1_HUMAN	Acid-sensing ion channel 1 (ASIC1) (Amiloride-sensitive cation channel 2, neuronal) (Brain sodium channel 2)	ASIC1 ACCN2 BNAC2	Homo sapiens (Human)	528
P78352	P78352	reviewed	DLG4_HUMAN	Disks large homolog 4 (Postsynaptic density protein 95) (PSD-95) (Synapse-associated protein 90) (SAP-90) (SAP90)	DLG4 PSD95	Homo sapiens (Human)	724
P78356	P78356	reviewed	PI42B_HUMAN	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta (EC 2.7.1.149) (1-phosphatidylinositol 5-phosphate 4-kinase 2-beta) (Diphosphoinositide kinase 2-beta) (Phosphatidylinositol 5-phosphate 4-kinase type II beta) (PI(5)P 4-kinase type II beta) (PIP4KII-beta) (PtdIns(5)P-4-kinase isoform 2-beta)	PIP4K2B PIP5K2B	Homo sapiens (Human)	416
P78357	P78357	reviewed	CNTP1_HUMAN	Contactin-associated protein 1 (Caspr) (Caspr1) (Neurexin IV) (Neurexin-4) (p190)	CNTNAP1 CASPR NRXN4	Homo sapiens (Human)	1384
P78362	P78362	reviewed	SRPK2_HUMAN	SRSF protein kinase 2 (EC 2.7.11.1) (SFRS protein kinase 2) (Serine/arginine-rich protein-specific kinase 2) (SR-protein-specific kinase 2) [Cleaved into: SRSF protein kinase 2 N-terminal; SRSF protein kinase 2 C-terminal]	SRPK2	Homo sapiens (Human)	688
P78363	P78363	reviewed	ABCA4_HUMAN	Retinal-specific phospholipid-transporting ATPase ABCA4 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 4) (RIM ABC transporter) (RIM proteinv) (RmP) (Retinal-specific ATP-binding cassette transporter) (Stargardt disease protein)	ABCA4 ABCR	Homo sapiens (Human)	2273
P78364	P78364	reviewed	PHC1_HUMAN	Polyhomeotic-like protein 1 (hPH1) (Early development regulatory protein 1)	PHC1 EDR1 PH1	Homo sapiens (Human)	1004
P78368	P78368	reviewed	KC1G2_HUMAN	Casein kinase I isoform gamma-2 (CKI-gamma 2) (EC 2.7.11.1)	CSNK1G2 CK1G2	Homo sapiens (Human)	415
P78371	P78371	reviewed	TCPB_HUMAN	T-complex protein 1 subunit beta (TCP-1-beta) (EC 3.6.1.-) (CCT-beta) (Chaperonin containing T-complex polypeptide 1 subunit 2)	CCT2 99D8.1 CCTB	Homo sapiens (Human)	535
P78380	P78380	reviewed	OLR1_HUMAN	Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (C-type lectin domain family 8 member A) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (hLOX-1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]	OLR1 CLEC8A LOX1	Homo sapiens (Human)	273
P78381	P78381	reviewed	S35A2_HUMAN	UDP-galactose translocator (Solute carrier family 35 member A2) (UDP-galactose transporter) (UDP-Gal-Tr) (UGT)	SLC35A2 UGALT UGT UGTL	Homo sapiens (Human)	396
P78382	P78382	reviewed	S35A1_HUMAN	CMP-sialic acid transporter (CMP-SA-Tr) (CMP-Sia-Tr) (CST) (Solute carrier family 35 member A1)	SLC35A1	Homo sapiens (Human)	337
P78396	P78396	reviewed	CCNA1_HUMAN	Cyclin-A1	CCNA1	Homo sapiens (Human)	465
P78406	P78406	reviewed	RAE1L_HUMAN	mRNA export factor RAE1 (Rae1 protein homolog) (mRNA-associated protein mrnp 41)	RAE1 MRNP41	Homo sapiens (Human)	368
P78417	P78417	reviewed	GSTO1_HUMAN	Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R)	GSTO1 GSTTLP28	Homo sapiens (Human)	241
P78423	P78423	reviewed	X3CL1_HUMAN	Fractalkine (C-X3-C motif chemokine 1) (CX3C membrane-anchored chemokine) (Neurotactin) (Small-inducible cytokine D1) [Cleaved into: Processed fractalkine]	CX3CL1 FKN NTT SCYD1 A-152E5.2	Homo sapiens (Human)	397
P78426	P78426	reviewed	NKX61_HUMAN	Homeobox protein Nkx-6.1 (Homeobox protein NK-6 homolog A)	NKX6-1 NKX6A	Homo sapiens (Human)	367
P78504	P78504	reviewed	JAG1_HUMAN	Protein jagged-1 (Jagged1) (hJ1) (CD antigen CD339)	JAG1 JAGL1	Homo sapiens (Human)	1218
P78508	P78508	reviewed	KCJ10_HUMAN	ATP-sensitive inward rectifier potassium channel 10 (ATP-dependent inwardly rectifying potassium channel Kir4.1) (Inward rectifier K(+) channel Kir1.2) (Potassium channel, inwardly rectifying subfamily J member 10)	KCNJ10	Homo sapiens (Human)	379
P78509	P78509	reviewed	RELN_HUMAN	Reelin (EC 3.4.21.-)	RELN	Homo sapiens (Human)	3460
P78527	P78527	reviewed	PRKDC_HUMAN	DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1) (DNPK1) (Ser-473 kinase) (S473K) (p460)	PRKDC HYRC HYRC1	Homo sapiens (Human)	4128
P78536	P78536	reviewed	ADA17_HUMAN	Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (Snake venom-like protease) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b)	ADAM17 CSVP TACE	Homo sapiens (Human)	824
P78537	P78537	reviewed	BL1S1_HUMAN	Biogenesis of lysosome-related organelles complex 1 subunit 1 (BLOC-1 subunit 1) (GCN5-like protein 1) (Protein RT14) (Protein acetyltransferase BLOC1S1) (EC 2.3.1.-)	BLOC1S1 BLOS1 GCN5L1 RT14	Homo sapiens (Human)	153
P78540	P78540	reviewed	ARGI2_HUMAN	Arginase-2, mitochondrial (EC 3.5.3.1) (Arginase II) (Kidney-type arginase) (Non-hepatic arginase) (Type II arginase)	ARG2	Homo sapiens (Human)	354
P78545	P78545	reviewed	ELF3_HUMAN	ETS-related transcription factor Elf-3 (E74-like factor 3) (Epithelial-restricted with serine box) (Epithelium-restricted Ets protein ESX) (Epithelium-specific Ets transcription factor 1) (ESE-1)	ELF3 ERT ESX JEN	Homo sapiens (Human)	371
P78549	P78549	reviewed	NTH_HUMAN	Endonuclease III-like protein 1 (hNTH1) (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase) (DNA glycosylase/AP lyase)	NTHL1 NTH1 OCTS3	Homo sapiens (Human)	304
P78552	P78552	reviewed	I13R1_HUMAN	Interleukin-13 receptor subunit alpha-1 (IL-13 receptor subunit alpha-1) (IL-13R subunit alpha-1) (IL-13R-alpha-1) (IL-13RA1) (Cancer/testis antigen 19) (CT19) (CD antigen CD213a1)	IL13RA1 IL13R IL13RA	Homo sapiens (Human)	427
P78556	P78556	reviewed	CCL20_HUMAN	C-C motif chemokine 20 (Beta-chemokine exodus-1) (CC chemokine LARC) (Liver and activation-regulated chemokine) (Macrophage inflammatory protein 3 alpha) (MIP-3-alpha) (Small-inducible cytokine A20) [Cleaved into: CCL20(1-67); CCL20(1-64); CCL20(2-70)]	CCL20 LARC MIP3A SCYA20	Homo sapiens (Human)	96
P78560	P78560	reviewed	CRADD_HUMAN	Death domain-containing protein CRADD (Caspase and RIP adapter with death domain) (RIP-associated protein with a death domain)	CRADD RAIDD	Homo sapiens (Human)	199
P78563	P78563	reviewed	RED1_HUMAN	Double-stranded RNA-specific editase 1 (EC 3.5.4.37) (RNA-editing deaminase 1) (RNA-editing enzyme 1) (dsRNA adenosine deaminase)	ADARB1 ADAR2 DRADA2 RED1	Homo sapiens (Human)	741
P80108	P80108	reviewed	PHLD_HUMAN	Phosphatidylinositol-glycan-specific phospholipase D (PI-G PLD) (EC 3.1.4.50) (Glycoprotein phospholipase D) (Glycosyl-phosphatidylinositol-specific phospholipase D) (GPI-PLD) (GPI-specific phospholipase D)	GPLD1 PIGPLD1	Homo sapiens (Human)	840
P80188	P80188	reviewed	NGAL_HUMAN	Neutrophil gelatinase-associated lipocalin (NGAL) (25 kDa alpha-2-microglobulin-related subunit of MMP-9) (Lipocalin-2) (Oncogene 24p3) (Siderocalin) (p25)	LCN2 HNL NGAL	Homo sapiens (Human)	198
P80217	P80217	reviewed	IN35_HUMAN	Interferon-induced 35 kDa protein (IFP 35) (Ifi-35)	IFI35 IFP35	Homo sapiens (Human)	286
P80294	P80294	reviewed	MT1H_HUMAN	Metallothionein-1H (MT-1H) (Metallothionein-0) (MT-0) (Metallothionein-IH) (MT-IH)	MT1H	Homo sapiens (Human)	61
P80297	P80297	reviewed	MT1X_HUMAN	Metallothionein-1X (MT-1X) (Metallothionein-IX) (MT-IX)	MT1X	Homo sapiens (Human)	61
P80365	P80365	reviewed	DHI2_HUMAN	11-beta-hydroxysteroid dehydrogenase type 2 (11-DH2) (11-beta-HSD2) (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type II) (11-HSD type II) (11-beta-HSD type II) (Corticosteroid 11-beta-dehydrogenase isozyme 2) (NAD-dependent 11-beta-hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 9C member 3)	HSD11B2 HSD11K SDR9C3	Homo sapiens (Human)	405
P80404	P80404	reviewed	GABT_HUMAN	4-aminobutyrate aminotransferase, mitochondrial (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (GABA-T) (L-AIBAT)	ABAT GABAT	Homo sapiens (Human)	500
P80511	P80511	reviewed	S10AC_HUMAN	Protein S100-A12 (CGRP) (Calcium-binding protein in amniotic fluid 1) (CAAF1) (Calgranulin-C) (CAGC) (Extracellular newly identified RAGE-binding protein) (EN-RAGE) (Migration inhibitory factor-related protein 6) (MRP-6) (p6) (Neutrophil S100 protein) (S100 calcium-binding protein A12) [Cleaved into: Calcitermin]	S100A12	Homo sapiens (Human)	92
P82094	P82094	reviewed	TMF1_HUMAN	TATA element modulatory factor (TMF) (Androgen receptor coactivator 160 kDa protein) (Androgen receptor-associated protein of 160 kDa)	TMF1 ARA160	Homo sapiens (Human)	1093
P82251	P82251	reviewed	BAT1_HUMAN	b(0,+)-type amino acid transporter 1 (b(0,+)AT1) (Glycoprotein-associated amino acid transporter b0,+AT1) (Solute carrier family 7 member 9)	SLC7A9 BAT1	Homo sapiens (Human)	487
P82650	P82650	reviewed	RT22_HUMAN	Small ribosomal subunit protein mS22 (28S ribosomal protein S22, mitochondrial) (MRP-S22) (S22mt)	MRPS22 C3orf5 RPMS22 GK002	Homo sapiens (Human)	360
P82663	P82663	reviewed	RT25_HUMAN	Small ribosomal subunit protein mS25 (28S ribosomal protein S25, mitochondrial) (MRP-S25) (S25mt)	MRPS25 RPMS25	Homo sapiens (Human)	173
P82664	P82664	reviewed	RT10_HUMAN	Small ribosomal subunit protein uS10m (28S ribosomal protein S10, mitochondrial) (MRP-S10) (S10mt)	MRPS10 MSTP040	Homo sapiens (Human)	201
P82673	P82673	reviewed	RT35_HUMAN	Small ribosomal subunit protein mS35 (28S ribosomal protein S28, mitochondrial) (MRP-S28) (S28mt) (28S ribosomal protein S35, mitochondrial) (MRP-S35) (S35mt)	MRPS35 MRPS28 HDCMD11P MDS023 PSEC0213	Homo sapiens (Human)	323
P82675	P82675	reviewed	RT05_HUMAN	Small ribosomal subunit protein uS5m (28S ribosomal protein S5, mitochondrial) (MRP-S5) (S5mt)	MRPS5	Homo sapiens (Human)	430
P82909	P82909	reviewed	KGD4_HUMAN	Alpha-ketoglutarate dehydrogenase component 4 (Alpha-ketoglutarate dehydrogenase subunit 4)	KGD4 MRPS36 DC47	Homo sapiens (Human)	103
P82912	P82912	reviewed	RT11_HUMAN	Small ribosomal subunit protein uS11m (28S ribosomal protein S11, mitochondrial) (MRP-S11) (S11mt) (Cervical cancer proto-oncogene 2 protein) (HCC-2)	MRPS11 RPMS11 HCC2	Homo sapiens (Human)	194
P82914	P82914	reviewed	RT15_HUMAN	Small ribosomal subunit protein uS15m (28S ribosomal protein S15, mitochondrial) (MRP-S15) (S15mt)	MRPS15 RPMS15 DC37	Homo sapiens (Human)	257
P82921	P82921	reviewed	RT21_HUMAN	Small ribosomal subunit protein bS21m (28S ribosomal protein S21, mitochondrial) (MRP-S21) (S21mt)	MRPS21 RPMS21 MDS016	Homo sapiens (Human)	87
P82930	P82930	reviewed	RT34_HUMAN	Small ribosomal subunit protein mS34 (28S ribosomal protein S34, mitochondrial) (MRP-S34) (S34mt)	MRPS34	Homo sapiens (Human)	218
P82932	P82932	reviewed	RT06_HUMAN	Small ribosomal subunit protein bS6m (28S ribosomal protein S6, mitochondrial) (MRP-S6) (S6mt)	MRPS6 C21orf101 RPMS6	Homo sapiens (Human)	125
P82933	P82933	reviewed	RT09_HUMAN	Small ribosomal subunit protein uS9m (28S ribosomal protein S9, mitochondrial) (MRP-S9) (S9mt)	MRPS9 RPMS9	Homo sapiens (Human)	396
P82979	P82979	reviewed	SARNP_HUMAN	SAP domain-containing ribonucleoprotein (Cytokine-induced protein of 29 kDa) (Nuclear protein Hcc-1) (Proliferation-associated cytokine-inducible protein CIP29)	SARNP HCC1 HSPC316	Homo sapiens (Human)	210
P83369	P83369	reviewed	LSM11_HUMAN	U7 snRNA-associated Sm-like protein LSm11	LSM11	Homo sapiens (Human)	360
P83436	P83436	reviewed	COG7_HUMAN	Conserved oligomeric Golgi complex subunit 7 (COG complex subunit 7) (Component of oligomeric Golgi complex 7)	COG7 UNQ3082/PRO10013	Homo sapiens (Human)	770
P83731	P83731	reviewed	RL24_HUMAN	Large ribosomal subunit protein eL24 (60S ribosomal protein L24) (60S ribosomal protein L30)	RPL24	Homo sapiens (Human)	157
P83859	P83859	reviewed	OX26_HUMAN	Orexigenic neuropeptide QRFP (P518) [Cleaved into: QRF-amide (Neuropeptide RF-amide) (Pyroglutamylated arginine-phenylalanine-amide peptide)]	QRFP	Homo sapiens (Human)	136
P83876	P83876	reviewed	TXN4A_HUMAN	Thioredoxin-like protein 4A (DIM1 protein homolog) (Spliceosomal U5 snRNP-specific 15 kDa protein) (Thioredoxin-like U5 snRNP protein U5-15kD)	TXNL4A DIM1 TXNL4	Homo sapiens (Human)	142
P83916	P83916	reviewed	CBX1_HUMAN	Chromobox protein homolog 1 (HP1Hsbeta) (Heterochromatin protein 1 homolog beta) (HP1 beta) (Heterochromatin protein p25) (M31) (Modifier 1 protein) (p25beta)	CBX1 CBX	Homo sapiens (Human)	185
P84022	P84022	reviewed	SMAD3_HUMAN	SMAD family member 3 (SMAD 3) (hSMAD3) (JV15-2) (Mothers against decapentaplegic homolog 3) (MAD homolog 3) (Mad3) (Mothers against DPP homolog 3) (hMAD-3)	SMAD3 MADH3	Homo sapiens (Human)	425
